Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-75.67,45.32,OTTAWA INTL A,6106001,2022-05-30,2022,05,30,,29.2,,12.3,,20.8,,0.0,,2.8,,0.0,T,0.0,,0.0,T,,,18,,37,
-75.67,45.32,OTTAWA INTL A,6106001,2022-05-31,2022,05,31,,24.5,,14.0,,19.3,,0.0,,1.3,,0.0,,0.0,,0.0,,,,10,,41,
-75.67,45.32,OTTAWA INTL A,6106001,2022-06-01,2022,06,01,,19.1,,12.0,,15.6,,2.4,,0.0,,5.5,,0.0,,5.5,,,,8,,37,
-75.67,45.32,OTTAWA INTL A,6106001,2022-06-02,2022,06,02,,19.0,,12.5,,15.8,,2.2,,0.0,,0.2,,0.0,,0.2,,,,7,,33,
-75.67,45.32,OTTAWA INTL A,6106001,2022-06-03,2022,06,03,,23.9,,11.1,,17.5,,0.5,,0.0,,14.6,,0.0,,14.6,,,,21,,47,
-75.67,45.32,OTTAWA INTL A,6106001,2022-06-04,2022,06,04,,20.0,,7.8,,13.9,,4.1,,0.0,,0.0,T,0.0,,0.0,T,,,30,,54,
-75.67,45.32,OTTAWA INTL A,6106001,2022-06-05,2022,06,05,,22.4,,6.1,,14.3,,3.7,,0.0,,0.0,,0.0,,0.0,,,,31,,36,
-75.67,45.32,OTTAWA INTL A,6106001,2022-06-06,2022,06,06,,21.1,,7.4,,14.3,,3.7,,0.0,,2.8,,0.0,,2.8,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-06-07,2022,06,07,,19.1,,14.8,,17.0,,1.0,,0.0,,17.9,,0.0,,17.9,,,,18,,44,
-75.67,45.32,OTTAWA INTL A,6106001,2022-06-08,2022,06,08,,24.0,,14.2,,19.1,,0.0,,1.1,,0.0,T,0.0,,0.0,T,,,27,,40,
-75.67,45.32,OTTAWA INTL A,6106001,2022-06-09,2022,06,09,,19.5,,12.9,,16.2,,1.8,,0.0,,29.8,,0.0,,29.8,,,,29,,33,
-75.67,45.32,OTTAWA INTL A,6106001,2022-06-10,2022,06,10,,21.7,,11.3,,16.5,,1.5,,0.0,,0.4,,0.0,,0.4,,,,27,,38,
-75.67,45.32,OTTAWA INTL A,6106001,2022-06-11,2022,06,11,,25.2,,10.2,,17.7,,0.3,,0.0,,0.0,,0.0,,0.0,,,,19,,52,
-75.67,45.32,OTTAWA INTL A,6106001,2022-06-12,2022,06,12,,23.4,,12.9,,18.2,,0.0,,0.2,,2.3,,0.0,,2.3,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-06-13,2022,06,13,,22.6,,11.2,,16.9,,1.1,,0.0,,0.0,,0.0,,0.0,,,,31,,41,
-75.67,45.32,OTTAWA INTL A,6106001,2022-06-14,2022,06,14,,28.4,,10.7,,19.6,,0.0,,1.6,,0.0,,0.0,,0.0,,,,32,,42,
-75.67,45.32,OTTAWA INTL A,6106001,2022-06-15,2022,06,15,,24.4,,14.9,,19.7,,0.0,,1.7,,0.0,T,0.0,,0.0,T,,,11,,35,
-75.67,45.32,OTTAWA INTL A,6106001,2022-06-16,2022,06,16,,30.1,,17.3,,23.7,,0.0,,5.7,,8.2,,0.0,,8.2,,,,22,,69,
-75.67,45.32,OTTAWA INTL A,6106001,2022-06-17,2022,06,17,,,M,,M,,M,,M,,M,0.4,,0.0,,0.4,,,,29,,71,
-75.67,45.32,OTTAWA INTL A,6106001,2022-06-18,2022,06,18,,,M,,M,,M,,M,,M,0.0,,0.0,,0.0,,,,33,,62,
-75.67,45.32,OTTAWA INTL A,6106001,2022-06-19,2022,06,19,,22.5,,8.4,,15.5,,2.5,,0.0,,0.0,,0.0,,0.0,,,,33,,57,
-75.67,45.32,OTTAWA INTL A,6106001,2022-06-20,2022,06,20,,25.2,,7.5,,16.4,,1.6,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-06-21,2022,06,21,,17.2,,13.2,,15.2,,2.8,,0.0,,16.9,,0.0,,16.9,,,,12,,35,
-75.67,45.32,OTTAWA INTL A,6106001,2022-06-22,2022,06,22,,28.9,,14.4,,21.7,,0.0,,3.7,,0.0,T,0.0,,0.0,T,,,17,,39,
-75.67,45.32,OTTAWA INTL A,6106001,2022-06-23,2022,06,23,,20.8,,14.4,,17.6,,0.4,,0.0,,1.3,,0.0,,1.3,,,,18,,31,
-75.67,45.32,OTTAWA INTL A,6106001,2022-06-24,2022,06,24,,27.6,,13.0,,20.3,,0.0,,2.3,,0.2,,0.0,,0.2,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-06-25,2022,06,25,,30.9,,15.0,,23.0,,0.0,,5.0,,0.0,,0.0,,0.0,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-06-26,2022,06,26,,31.4,,16.1,,23.8,,0.0,,5.8,,0.0,T,0.0,,0.0,T,,,20,,49,
-75.67,45.32,OTTAWA INTL A,6106001,2022-06-27,2022,06,27,,22.8,,14.9,,18.9,,0.0,,0.9,,1.0,,0.0,,1.0,,,,26,,52,
-75.67,45.32,OTTAWA INTL A,6106001,2022-06-28,2022,06,28,,24.7,,12.7,,18.7,,0.0,,0.7,,0.0,,0.0,,0.0,,,,33,,58,
-75.67,45.32,OTTAWA INTL A,6106001,2022-06-29,2022,06,29,,22.5,,11.4,,17.0,,1.0,,0.0,,1.8,,0.0,,1.8,,,,25,,40,
-75.67,45.32,OTTAWA INTL A,6106001,2022-06-30,2022,06,30,,25.0,,10.4,,17.7,,0.3,,0.0,,0.0,T,0.0,,0.0,T,,,21,,32,
-75.67,45.32,OTTAWA INTL A,6106001,2022-07-01,2022,07,01,,28.5,,19.1,,23.8,,0.0,,5.8,,0.0,,0.0,,0.0,,,,21,,48,
-75.67,45.32,OTTAWA INTL A,6106001,2022-07-02,2022,07,02,,27.9,,14.3,,21.1,,0.0,,3.1,,0.0,,0.0,,0.0,,,,25,,51,
-75.67,45.32,OTTAWA INTL A,6106001,2022-07-03,2022,07,03,,25.2,,11.7,,18.5,,0.0,,0.5,,0.0,,0.0,,0.0,,,,26,,42,
-75.67,45.32,OTTAWA INTL A,6106001,2022-07-04,2022,07,04,,27.1,,12.6,,19.9,,0.0,,1.9,,0.0,,0.0,,0.0,,,,33,,36,
-75.67,45.32,OTTAWA INTL A,6106001,2022-07-05,2022,07,05,,21.1,,16.3,,18.7,,0.0,,0.7,,1.7,,0.0,,1.7,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-07-06,2022,07,06,,24.4,,11.6,,18.0,,0.0,,0.0,,0.8,,0.0,,0.8,,,,2,,36,
-75.67,45.32,OTTAWA INTL A,6106001,2022-07-07,2022,07,07,,26.2,,10.2,,18.2,,0.0,,0.2,,0.0,,0.0,,0.0,,,,26,,35,
-75.67,45.32,OTTAWA INTL A,6106001,2022-07-08,2022,07,08,,25.6,,14.0,,19.8,,0.0,,1.8,,0.0,,0.0,,0.0,,,,28,,41,
-75.67,45.32,OTTAWA INTL A,6106001,2022-07-09,2022,07,09,,23.9,,11.0,,17.5,,0.5,,0.0,,0.0,,0.0,,0.0,,,,26,,39,
-75.67,45.32,OTTAWA INTL A,6106001,2022-07-10,2022,07,10,,29.1,,11.4,,20.3,,0.0,,2.3,,0.0,,0.0,,0.0,,,,19,,42,
-75.67,45.32,OTTAWA INTL A,6106001,2022-07-11,2022,07,11,,29.9,,15.4,,22.7,,0.0,,4.7,,1.7,,0.0,,1.7,,,,20,,44,
-75.67,45.32,OTTAWA INTL A,6106001,2022-07-12,2022,07,12,,27.4,,14.9,,21.2,,0.0,,3.2,,20.8,,0.0,,20.8,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-07-13,2022,07,13,,25.9,,13.0,,19.5,,0.0,,1.5,,0.8,,0.0,,0.8,,,,,,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-07-14,2022,07,14,,25.2,,13.9,,19.6,,0.0,,1.6,,0.0,T,0.0,,0.0,T,,,33,,41,
-75.67,45.32,OTTAWA INTL A,6106001,2022-07-15,2022,07,15,,27.5,,11.6,,19.6,,0.0,,1.6,,0.0,,0.0,,0.0,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-07-16,2022,07,16,,29.1,,15.2,,22.2,,0.0,,4.2,,0.0,,0.0,,0.0,,,,28,,32,
-75.67,45.32,OTTAWA INTL A,6106001,2022-07-17,2022,07,17,,31.2,,16.0,,23.6,,0.0,,5.6,,0.0,,0.0,,0.0,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-07-18,2022,07,18,,22.9,,17.9,,20.4,,0.0,,2.4,,24.4,,0.0,,24.4,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-07-19,2022,07,19,,30.5,,18.0,,24.3,,0.0,,6.3,,0.0,,0.0,,0.0,,,,30,,43,
-75.67,45.32,OTTAWA INTL A,6106001,2022-07-20,2022,07,20,,31.3,,20.4,,25.9,,0.0,,7.9,,0.0,T,0.0,,0.0,T,,,19,,37,
-75.67,45.32,OTTAWA INTL A,6106001,2022-07-21,2022,07,21,,28.4,,19.0,,23.7,,0.0,,5.7,,8.0,,0.0,,8.0,,,,21,,55,
-75.67,45.32,OTTAWA INTL A,6106001,2022-07-22,2022,07,22,,30.1,,16.2,,23.2,,0.0,,5.2,,0.0,,0.0,,0.0,,,,22,,40,
-75.67,45.32,OTTAWA INTL A,6106001,2022-07-23,2022,07,23,,30.4,,18.3,,24.4,,0.0,,6.4,,0.6,,0.0,,0.6,,,,21,,41,
-75.67,45.32,OTTAWA INTL A,6106001,2022-07-24,2022,07,24,,26.7,,19.5,,23.1,,0.0,,5.1,,22.9,,0.0,,22.9,,,,28,,63,
-75.67,45.32,OTTAWA INTL A,6106001,2022-07-25,2022,07,25,,24.6,,14.7,,19.7,,0.0,,1.7,,0.0,,0.0,,0.0,,,,26,,51,
-75.67,45.32,OTTAWA INTL A,6106001,2022-07-26,2022,07,26,,25.7,,12.1,,18.9,,0.0,,0.9,,0.0,,0.0,,0.0,,,,21,,35,
-75.67,45.32,OTTAWA INTL A,6106001,2022-07-27,2022,07,27,,26.7,,13.4,,20.1,,0.0,,2.1,,0.0,,0.0,,0.0,,,,20,,33,
-75.67,45.32,OTTAWA INTL A,6106001,2022-07-28,2022,07,28,,26.9,,16.6,,21.8,,0.0,,3.8,,7.3,,0.0,,7.3,,,,17,,40,
-75.67,45.32,OTTAWA INTL A,6106001,2022-07-29,2022,07,29,,25.6,,15.1,,20.4,,0.0,,2.4,,0.0,,0.0,,0.0,,,,25,,42,
-75.67,45.32,OTTAWA INTL A,6106001,2022-07-30,2022,07,30,,24.9,,14.3,,19.6,,0.0,,1.6,,0.0,,0.0,,0.0,,,,30,,38,
-75.67,45.32,OTTAWA INTL A,6106001,2022-07-31,2022,07,31,,27.6,,13.8,,20.7,,0.0,,2.7,,0.0,,0.0,,0.0,,,,20,,41,
-75.67,45.32,OTTAWA INTL A,6106001,2022-08-01,2022,08,01,,29.1,,16.7,,22.9,,0.0,,4.9,,0.0,T,0.0,,0.0,T,,,20,,43,
-75.67,45.32,OTTAWA INTL A,6106001,2022-08-02,2022,08,02,,25.1,,10.7,,17.9,,0.1,,0.0,,2.1,,0.0,,2.1,,,,31,,46,
-75.67,45.32,OTTAWA INTL A,6106001,2022-08-03,2022,08,03,,27.5,,8.7,,18.1,,0.0,,0.1,,0.0,T,0.0,,0.0,T,,,23,,48,
-75.67,45.32,OTTAWA INTL A,6106001,2022-08-04,2022,08,04,,28.3,,20.2,,24.3,,0.0,,6.3,,4.1,,0.0,,4.1,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-08-05,2022,08,05,,28.6,,17.5,,23.1,,0.0,,5.1,,0.0,,0.0,,0.0,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-08-06,2022,08,06,,32.2,,15.6,,23.9,,0.0,,5.9,,0.0,,0.0,,0.0,,,,18,,35,
-75.67,45.32,OTTAWA INTL A,6106001,2022-08-07,2022,08,07,,32.5,,20.6,,26.6,,0.0,,8.6,,47.6,,0.0,,47.6,,,,28,,94,
-75.67,45.32,OTTAWA INTL A,6106001,2022-08-08,2022,08,08,,20.6,,14.9,,17.8,,0.2,,0.0,,57.9,,0.0,,57.9,,,,6,,37,
-75.67,45.32,OTTAWA INTL A,6106001,2022-08-09,2022,08,09,,19.6,,14.2,,16.9,,1.1,,0.0,,0.8,,0.0,,0.8,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-08-10,2022,08,10,,25.4,,16.2,,20.8,,0.0,,2.8,,0.0,,0.0,,0.0,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-08-11,2022,08,11,,25.6,,13.3,,19.5,,0.0,,1.5,,0.0,,0.0,,0.0,,,,34,,42,
-75.67,45.32,OTTAWA INTL A,6106001,2022-08-12,2022,08,12,,22.6,,10.1,,16.4,,1.6,,0.0,,0.0,,0.0,,0.0,,,,33,,38,
-75.67,45.32,OTTAWA INTL A,6106001,2022-08-13,2022,08,13,,25.0,,9.6,,17.3,,0.7,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-08-14,2022,08,14,,26.5,,10.0,,18.3,,0.0,,0.3,,0.0,,0.0,,0.0,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-08-15,2022,08,15,,27.8,,11.5,,19.7,,0.0,,1.7,,0.0,,0.0,,0.0,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-08-16,2022,08,16,,27.5,,15.8,,21.7,,0.0,,3.7,,0.0,,0.0,,0.0,,,,2,,31,
-75.67,45.32,OTTAWA INTL A,6106001,2022-08-17,2022,08,17,,27.4,,17.1,,22.3,,0.0,,4.3,,1.6,,0.0,,1.6,,,,4,,46,
-75.67,45.32,OTTAWA INTL A,6106001,2022-08-18,2022,08,18,,26.9,,15.3,,21.1,,0.0,,3.1,,0.0,T,0.0,,0.0,T,,,35,,34,
-75.67,45.32,OTTAWA INTL A,6106001,2022-08-19,2022,08,19,,29.5,,14.0,,21.8,,0.0,,3.8,,0.0,,0.0,,0.0,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-08-20,2022,08,20,,30.3,,16.6,,23.5,,0.0,,5.5,,0.0,,0.0,,0.0,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-08-21,2022,08,21,,25.6,,17.8,,21.7,,0.0,,3.7,,3.5,,0.0,,3.5,,,,15,,33,
-75.67,45.32,OTTAWA INTL A,6106001,2022-08-22,2022,08,22,,25.1,,17.6,,21.4,,0.0,,3.4,,12.4,,0.0,,12.4,,,,16,,34,
-75.67,45.32,OTTAWA INTL A,6106001,2022-08-23,2022,08,23,,23.4,,18.4,,20.9,,0.0,,2.9,,30.4,,0.0,,30.4,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-08-24,2022,08,24,,28.9,,14.8,,21.9,,0.0,,3.9,,1.1,,0.0,,1.1,,,,28,,32,
-75.67,45.32,OTTAWA INTL A,6106001,2022-08-25,2022,08,25,,23.8,,16.4,,20.1,,0.0,,2.1,,0.0,T,0.0,,0.0,T,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-08-26,2022,08,26,,20.7,,15.0,,17.9,,0.1,,0.0,,7.1,,0.0,,7.1,,,,32,,32,
-75.67,45.32,OTTAWA INTL A,6106001,2022-08-27,2022,08,27,,22.4,,11.1,,16.8,,1.2,,0.0,,0.0,T,0.0,,0.0,T,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-08-28,2022,08,28,,26.3,,10.9,,18.6,,0.0,,0.6,,0.0,,0.0,,0.0,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-08-29,2022,08,29,,31.1,,16.6,,23.9,,0.0,,5.9,,8.8,,0.0,,8.8,,,,21,,80,
-75.67,45.32,OTTAWA INTL A,6106001,2022-08-30,2022,08,30,,25.7,,18.4,,22.1,,0.0,,4.1,,6.0,,0.0,,6.0,,,,23,,37,
-75.67,45.32,OTTAWA INTL A,6106001,2022-08-31,2022,08,31,,,M,,M,,M,,M,,M,5.7,,0.0,,5.7,,,,24,,46,
-75.67,45.32,OTTAWA INTL A,6106001,2022-09-01,2022,09,01,,17.9,,9.2,,13.6,,4.4,,0.0,,14.9,,0.0,,14.9,,,,28,,44,
-75.67,45.32,OTTAWA INTL A,6106001,2022-09-02,2022,09,02,,25.5,,8.6,,17.1,,0.9,,0.0,,0.0,,0.0,,0.0,,,,18,,35,
-75.67,45.32,OTTAWA INTL A,6106001,2022-09-03,2022,09,03,,28.3,,13.3,,20.8,,0.0,,2.8,,8.6,,0.0,,8.6,,,,30,,44,
-75.67,45.32,OTTAWA INTL A,6106001,2022-09-04,2022,09,04,,18.8,,10.8,,14.8,,3.2,,0.0,,0.4,,0.0,,0.4,,,,34,,36,
-75.67,45.32,OTTAWA INTL A,6106001,2022-09-05,2022,09,05,,21.5,,9.7,,15.6,,2.4,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-09-06,2022,09,06,,22.1,,10.5,,16.3,,1.7,,0.0,,0.0,,0.0,,0.0,,,,4,,41,
-75.67,45.32,OTTAWA INTL A,6106001,2022-09-07,2022,09,07,,,M,,M,,M,,M,,M,0.0,,0.0,,0.0,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-09-08,2022,09,08,,26.7,,12.7,,19.7,,0.0,,1.7,,0.0,,0.0,,0.0,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-09-09,2022,09,09,,26.6,,12.8,,19.7,,0.0,,1.7,,0.0,,0.0,,0.0,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-09-10,2022,09,10,,29.1,,12.8,,21.0,,0.0,,3.0,,0.0,,0.0,,0.0,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-09-11,2022,09,11,,26.0,,12.6,,19.3,,0.0,,1.3,,0.0,,0.0,,0.0,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-09-12,2022,09,12,,25.6,,12.7,,19.2,,0.0,,1.2,,0.8,,0.0,,0.8,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-09-13,2022,09,13,,21.4,,15.0,,18.2,,0.0,,0.2,,6.5,,0.0,,6.5,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-09-14,2022,09,14,,21.6,,6.7,,14.2,,3.8,,0.0,,2.4,,0.0,,2.4,,,,31,,45,
-75.67,45.32,OTTAWA INTL A,6106001,2022-09-15,2022,09,15,,16.2,,5.9,,11.1,,6.9,,0.0,,0.0,,0.0,,0.0,,,,33,,37,
-75.67,45.32,OTTAWA INTL A,6106001,2022-09-16,2022,09,16,,18.6,,6.8,,12.7,,5.3,,0.0,,0.0,T,0.0,,0.0,T,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-09-17,2022,09,17,,19.4,,7.2,,13.3,,4.7,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-09-18,2022,09,18,,20.6,,11.7,,16.2,,1.8,,0.0,,10.1,,0.0,,10.1,,,,8,,42,
-75.67,45.32,OTTAWA INTL A,6106001,2022-09-19,2022,09,19,,13.3,,10.5,,11.9,,6.1,,0.0,,13.5,,0.0,,13.5,,,,6,,32,
-75.67,45.32,OTTAWA INTL A,6106001,2022-09-20,2022,09,20,,15.4,,11.6,,13.5,,4.5,,0.0,,0.9,,0.0,,0.9,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-09-21,2022,09,21,,22.7,,10.9,,16.8,,1.2,,0.0,,3.0,,0.0,,3.0,,,,27,,37,
-75.67,45.32,OTTAWA INTL A,6106001,2022-09-22,2022,09,22,,17.6,,6.5,,12.1,,5.9,,0.0,,0.0,T,0.0,,0.0,T,,,33,,58,
-75.67,45.32,OTTAWA INTL A,6106001,2022-09-23,2022,09,23,,13.1,,3.3,,8.2,,9.8,,0.0,,0.0,,0.0,,0.0,,,,32,,57,
-75.67,45.32,OTTAWA INTL A,6106001,2022-09-24,2022,09,24,,18.8,,3.5,,11.2,,6.8,,0.0,,0.0,,0.0,,0.0,,,,29,,38,
-75.67,45.32,OTTAWA INTL A,6106001,2022-09-25,2022,09,25,,17.0,,9.2,,13.1,,4.9,,0.0,,0.2,,0.0,,0.2,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-09-26,2022,09,26,,19.1,,9.1,,14.1,,3.9,,0.0,,3.5,,0.0,,3.5,,,,20,,40,
-75.67,45.32,OTTAWA INTL A,6106001,2022-09-27,2022,09,27,,15.6,,10.3,,13.0,,5.0,,0.0,,0.5,,0.0,,0.5,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-09-28,2022,09,28,,14.1,,8.9,,11.5,,6.5,,0.0,,0.0,,0.0,,0.0,,,,32,,42,
-75.67,45.32,OTTAWA INTL A,6106001,2022-09-29,2022,09,29,,13.6,,3.4,,8.5,,9.5,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-09-30,2022,09,30,,18.3,,1.8,,10.1,,7.9,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-10-01,2022,10,01,,18.5,,5.8,,12.2,,5.8,,0.0,,0.0,,0.0,,0.0,,,,35,,40,
-75.67,45.32,OTTAWA INTL A,6106001,2022-10-02,2022,10,02,,13.7,,-0.7,,6.5,,11.5,,0.0,,0.0,,0.0,,0.0,,,,4,,42,
-75.67,45.32,OTTAWA INTL A,6106001,2022-10-03,2022,10,03,,15.2,,0.5,,7.9,,10.1,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-10-04,2022,10,04,,17.6,,-1.2,,8.2,,9.8,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-10-05,2022,10,05,,21.9,,1.9,,11.9,,6.1,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-10-06,2022,10,06,,22.4,,8.8,,15.6,,2.4,,0.0,,0.0,T,0.0,,0.0,T,,,22,,34,
-75.67,45.32,OTTAWA INTL A,6106001,2022-10-07,2022,10,07,,14.6,,-0.3,,7.2,,10.8,,0.0,,2.8,,0.0,,2.8,,,,28,,48,
-75.67,45.32,OTTAWA INTL A,6106001,2022-10-08,2022,10,08,,9.4,,-2.1,,3.7,,14.3,,0.0,,0.0,T,0.0,,0.0,T,,,26,,40,
-75.67,45.32,OTTAWA INTL A,6106001,2022-10-09,2022,10,09,,11.5,,0.3,,5.9,,12.1,,0.0,,0.2,,0.0,,0.2,,,,31,,48,
-75.67,45.32,OTTAWA INTL A,6106001,2022-10-10,2022,10,10,,11.4,,0.8,,6.1,,11.9,,0.0,,0.0,,0.0,,0.0,,,,31,,34,
-75.67,45.32,OTTAWA INTL A,6106001,2022-10-11,2022,10,11,,17.7,,0.9,,9.3,,8.7,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-10-12,2022,10,12,,19.1,,4.0,,11.6,,6.4,,0.0,,0.0,T,0.0,,0.0,T,,,18,,33,
-75.67,45.32,OTTAWA INTL A,6106001,2022-10-13,2022,10,13,,16.8,,9.4,,13.1,,4.9,,0.0,,10.0,,0.0,,10.0,,,,17,,62,
-75.67,45.32,OTTAWA INTL A,6106001,2022-10-14,2022,10,14,,16.8,,3.6,,10.2,,7.8,,0.0,,0.6,,0.0,,0.6,,,,21,,42,
-75.67,45.32,OTTAWA INTL A,6106001,2022-10-15,2022,10,15,,17.4,,2.1,,9.8,,8.2,,0.0,,0.3,,0.0,,0.3,,,,17,,73,
-75.67,45.32,OTTAWA INTL A,6106001,2022-10-16,2022,10,16,,13.4,,2.5,,8.0,,10.0,,0.0,,0.0,,0.0,,0.0,,,,20,,36,
-75.67,45.32,OTTAWA INTL A,6106001,2022-10-17,2022,10,17,,9.0,,6.1,,7.6,,10.4,,0.0,,13.0,,0.0,,13.0,,,,21,,48,
-75.67,45.32,OTTAWA INTL A,6106001,2022-10-18,2022,10,18,,10.5,,1.4,,6.0,,12.0,,0.0,,0.3,,0.0,,0.3,,,,16,,31,
-75.67,45.32,OTTAWA INTL A,6106001,2022-10-19,2022,10,19,,9.9,,-1.9,,4.0,,14.0,,0.0,,1.9,,0.0,,1.9,,,,15,,33,
-75.67,45.32,OTTAWA INTL A,6106001,2022-10-20,2022,10,20,,9.3,,2.5,,5.9,,12.1,,0.0,,0.0,T,0.0,,0.0,T,,,22,,59,
-75.67,45.32,OTTAWA INTL A,6106001,2022-10-21,2022,10,21,,14.2,,0.6,,7.4,,10.6,,0.0,,0.0,,0.0,,0.0,,,,20,,41,
-75.67,45.32,OTTAWA INTL A,6106001,2022-10-22,2022,10,22,,21.0,,7.6,,14.3,,3.7,,0.0,,0.0,,0.0,,0.0,,,,19,,40,
-75.67,45.32,OTTAWA INTL A,6106001,2022-10-23,2022,10,23,,21.4,,2.1,,11.8,,6.2,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-10-24,2022,10,24,,21.2,,5.2,,13.2,,4.8,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-10-25,2022,10,25,,20.3,,9.6,,15.0,,3.0,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-10-26,2022,10,26,,24.3,,8.8,,16.6,,1.4,,0.0,,0.0,T,0.0,,0.0,T,,,29,,71,
-75.67,45.32,OTTAWA INTL A,6106001,2022-10-27,2022,10,27,,8.8,,-1.9,,3.5,,14.5,,0.0,,0.0,,0.0,,0.0,,,,28,,60,
-75.67,45.32,OTTAWA INTL A,6106001,2022-10-28,2022,10,28,,8.8,,-3.0,,2.9,,15.1,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-10-29,2022,10,29,,15.7,,-2.6,,6.6,,11.4,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-10-30,2022,10,30,,17.3,,-1.0,,8.2,,9.8,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-10-31,2022,10,31,,14.4,,3.5,,9.0,,9.0,,0.0,,0.5,,0.0,,0.5,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-11-01,2022,11,01,,16.2,,6.8,,11.5,,6.5,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-11-02,2022,11,02,,15.5,,2.4,,9.0,,9.0,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
